transaction_date,house_age,distance_to_MRT,convenience_stores,latitude,longitude,price_per_unit_area,transaction_year,transaction_month,age_category,distance_category,store_category,accessibility_score,price_category,location_cluster
2013.083,12.8,1449.722,3,24.97289,121.51728,21.4,2013,1,Modern,Moderate,Some,0.5859324314764085,Low,2
2013.25,22.2,379.5575,10,24.98343,121.53762,44.0,2013,3,Mature,Close,Abundant,0.9648992350672108,Low,4
2013.083,38.5,665.0636,3,24.97503,121.53692,34.2,2013,1,Old,Close,Some,0.6584961670130228,Low,4
2012.75,11.5,1360.139,1,24.95204,121.54842,26.2,2012,9,Modern,Moderate,Few,0.5142168991129961,Low,1
2012.833,34.8,175.6294,8,24.97347,121.54271,40.9,2012,10,Old,Very_Close,Many,0.9037581228544113,Low,4
2013.5,5.2,390.5684,5,24.97937,121.54245,52.2,2013,6,Modern,Close,Some,0.7638809677095681,Medium,4
2013.083,0.0,274.0144,1,24.9748,121.53059,43.5,2013,1,New,Very_Close,Few,0.614659662784692,Low,4
2013.333,17.6,1805.665,2,24.98672,121.52091,31.1,2013,4,Mature,Far,Few,0.5130154911644089,Low,4
2013.083,6.2,90.45606,9,24.97433,121.5431,58.0,2013,1,Modern,Very_Close,Abundant,0.9516347934138931,Medium,4
2013.583,18.1,1783.18,3,24.96731,121.51486,20.9,2013,7,Mature,Far,Some,0.5550948617459777,Low,2
2013.333,19.2,383.7129,8,24.972,121.54477,48.1,2013,4,Mature,Close,Many,0.8845149514774999,Medium,3
2013.25,37.8,590.9292,1,24.97153,121.53559,39.7,2013,3,Old,Close,Few,0.5853519771283108,Low,4
2012.917,28.0,372.6242,6,24.97838,121.54119,40.8,2012,11,Mature,Close,Many,0.8055404136330631,Low,4
2013.417,13.6,492.2313,5,24.96515,121.53737,43.8,2013,5,Modern,Close,Some,0.7544793736025208,Low,3
2012.75,29.3,529.7771,8,24.98102,121.53655,40.2,2012,9,Mature,Close,Many,0.8710072085155088,Low,4
2013.333,37.2,186.5101,9,24.97703,121.54265,78.3,2013,4,Old,Very_Close,Abundant,0.9427518961483017,Medium,4
2013.333,9.0,1402.016,0,24.98569,121.5276,38.5,2013,4,Modern,Moderate,Few,0.47034419278235995,Low,4
2013.583,30.6,431.1114,10,24.98123,121.53743,48.5,2013,7,Old,Close,Abundant,0.9601316271941783,Medium,4
2013.25,9.1,1402.016,0,24.98569,121.5276,42.3,2013,3,Modern,Moderate,Few,0.47034419278235995,Low,4
2013.333,34.5,324.9419,6,24.97814,121.5417,46.0,2013,4,Old,Close,Many,0.8099499832075143,Medium,4
2013.25,1.1,193.5845,6,24.96571,121.54089,49.0,2013,3,New,Very_Close,Many,0.8220976689193823,Medium,3
2013.0,16.5,4082.015,0,24.94155,121.50381,12.8,2013,0,Mature,Far,Few,0.22250291729943536,Low,0
2012.917,32.4,265.0609,8,24.98059,121.53986,40.2,2012,11,Old,Very_Close,Many,0.8954876656533634,Low,4
2013.417,11.9,3171.329,0,25.00115,121.51776,46.6,2013,5,Modern,Far,Few,0.3067214486512913,Medium,4
2013.583,31.0,1156.412,0,24.9489,121.53095,19.0,2013,7,Old,Moderate,Few,0.4930571895497872,Low,3
2013.5,4.0,2147.376,3,24.96299,121.51284,33.4,2013,6,New,Far,Some,0.5214146994900293,Low,2
2012.833,16.2,4074.736,0,24.94235,121.50357,14.7,2012,10,Mature,Far,Few,0.22317606555219224,Low,0
2012.917,27.1,4412.765,1,24.95032,121.49587,17.4,2012,11,Mature,Far,Few,0.23191577832439195,Low,0
2013.333,39.7,333.3679,9,24.98016,121.53932,32.4,2013,4,Old,Close,Abundant,0.9291707625483949,Low,4
2013.25,8.0,2216.612,4,24.96007,121.51361,23.9,2013,3,Modern,Far,Some,0.5550118842093761,Low,2
2012.75,12.9,250.631,7,24.96606,121.54297,39.3,2012,9,Modern,Very_Close,Many,0.8568221157114009,Low,3
2013.167,3.6,373.8389,10,24.98322,121.53765,61.9,2013,2,New,Close,Abundant,0.965428080457816,Medium,4
2013.167,13.0,732.8528,0,24.97668,121.52518,39.0,2013,2,Modern,Close,Few,0.5322271490798195,Low,4
2013.083,12.8,732.8528,0,24.97668,121.52518,40.6,2013,1,Modern,Close,Few,0.5322271490798195,Low,4
2013.5,18.1,837.7233,0,24.96334,121.54767,29.7,2013,6,Mature,Moderate,Few,0.5225289221474467,Low,3
2013.083,11.0,1712.632,2,24.96412,121.5167,28.8,2013,1,Modern,Far,Few,0.5216190083231851,Low,2
2013.5,13.7,250.631,7,24.96606,121.54297,41.4,2013,6,Modern,Very_Close,Many,0.8568221157114009,Low,3
2012.833,2.0,2077.39,3,24.96357,121.51329,33.4,2012,10,New,Far,Some,0.5278868733624629,Low,2
2013.417,32.8,204.1705,8,24.98236,121.53923,48.2,2013,5,Old,Very_Close,Many,0.9011186955159363,Medium,4
2013.083,4.8,1559.827,3,24.97213,121.51627,21.7,2013,1,New,Far,Some,0.5757501278124716,Low,2
2013.417,7.5,639.6198,5,24.97258,121.54814,40.8,2013,5,Modern,Close,Some,0.7408491618630704,Low,4
2013.417,16.4,389.8219,6,24.96412,121.54273,40.6,2013,5,Mature,Close,Many,0.8039500026279199,Low,3
2013.333,21.7,1055.067,0,24.96211,121.54928,23.1,2013,4,Mature,Moderate,Few,0.502429384861732,Low,1
2013.0,19.0,1009.235,0,24.96357,121.54951,22.3,2013,0,Mature,Moderate,Few,0.5066678421663555,Low,1
2012.833,18.0,6306.153,1,24.95743,121.47516,15.0,2012,10,Mature,Far,Few,0.056818811159828175,Low,0
2013.167,39.2,424.7132,7,24.97429,121.53917,30.0,2013,2,Old,Close,Many,0.8407233207167486,Low,4
2012.917,31.7,1159.454,0,24.9496,121.53018,13.8,2012,11,Old,Moderate,Few,0.49277587110152693,Low,3
2012.833,5.9,90.45606,9,24.97433,121.5431,52.7,2012,10,Modern,Very_Close,Abundant,0.9516347934138931,Medium,4
2012.667,30.4,1735.595,2,24.96464,121.51623,25.9,2012,8,Old,Far,Few,0.5194954331991218,Low,2
2012.667,1.1,329.9747,5,24.98254,121.54395,51.8,2012,8,New,Close,Some,0.7694845593132327,Medium,4
2013.417,31.5,5512.038,1,24.95095,121.48458,17.4,2013,5,Old,Far,Few,0.13025707530848007,Low,0
2012.667,14.6,339.2289,1,24.97519,121.53151,26.5,2012,8,Modern,Close,Few,0.6086287482731637,Low,4
2013.25,17.3,444.1334,1,24.97501,121.5273,43.9,2013,3,Mature,Close,Few,0.5989273770846303,Low,4
2013.417,0.0,292.9978,6,24.97744,121.54458,63.3,2013,5,New,Very_Close,Many,0.8129041135964263,Medium,4
2013.083,17.7,837.7233,0,24.96334,121.54767,28.8,2013,1,Mature,Moderate,Few,0.5225289221474467,Low,3
2013.25,17.0,1485.097,4,24.97073,121.517,30.7,2013,3,Mature,Moderate,Some,0.6226610178974452,Low,2
2013.167,16.2,2288.011,3,24.95885,121.51359,24.4,2013,2,Mature,Far,Some,0.5084090387500286,Low,2
2012.917,15.9,289.3248,5,24.98203,121.54348,53.0,2012,11,Mature,Very_Close,Some,0.7732437857399044,Medium,4
2013.417,3.9,2147.376,3,24.96299,121.51284,31.7,2013,5,New,Far,Some,0.5214146994900293,Low,2
2013.167,32.6,493.657,7,24.96968,121.54522,40.6,2013,2,Old,Close,Many,0.8343475275434526,Low,3
2012.833,15.7,815.9314,4,24.97886,121.53464,38.1,2012,10,Mature,Moderate,Some,0.6845441961423984,Low,4
2013.25,17.8,1783.18,3,24.96731,121.51486,23.7,2013,3,Mature,Far,Some,0.5550948617459777,Low,2
2012.833,34.7,482.7581,5,24.97433,121.53863,41.1,2012,10,Old,Close,Some,0.7553554373513895,Low,4
2013.417,17.2,390.5684,5,24.97937,121.54245,40.1,2013,5,Mature,Close,Some,0.7638809677095681,Low,4
2013.0,17.6,837.7233,0,24.96334,121.54767,23.0,2013,0,Mature,Moderate,Few,0.5225289221474467,Low,3
2013.333,10.8,252.5822,1,24.9746,121.53046,117.5,2013,4,Modern,Very_Close,Few,0.6166416723990259,High,4
2012.917,17.7,451.6419,8,24.96945,121.5449,26.5,2012,11,Mature,Close,Many,0.8782330051027887,Low,3
2012.75,13.0,492.2313,5,24.96515,121.53737,40.5,2012,9,Modern,Close,Some,0.7544793736025208,Low,3
2013.417,13.2,170.1289,1,24.97371,121.52984,29.3,2013,5,Modern,Very_Close,Few,0.6242667987665268,Low,4
2013.167,27.5,394.0173,7,24.97305,121.53994,41.0,2013,2,Mature,Close,Many,0.843562019913314,Low,4
2012.667,1.5,23.38284,7,24.96772,121.54102,49.7,2012,8,New,Very_Close,Many,0.8778375988610394,Medium,3
2013.0,19.1,461.1016,5,24.95425,121.5399,34.0,2013,0,Mature,Close,Some,0.7573581898085717,Low,3
2013.417,21.2,2185.128,3,24.96322,121.51237,27.7,2013,5,Mature,Far,Some,0.517923465414184,Low,2
2012.75,0.0,208.3905,6,24.95618,121.53844,44.0,2012,9,New,Very_Close,Many,0.8207284378395199,Low,3
2013.417,2.6,1554.25,3,24.97026,121.51642,31.1,2013,5,New,Far,Some,0.5762658783009488,Low,2
2013.25,2.3,184.3302,6,24.96581,121.54086,45.4,2013,3,New,Very_Close,Many,0.8229534892072636,Medium,3
2013.333,4.7,387.7721,9,24.98118,121.53788,44.8,2013,4,New,Close,Abundant,0.9241395642831611,Medium,4
2012.917,2.0,1455.798,1,24.9512,121.549,25.6,2012,11,New,Moderate,Few,0.505370534404867,Low,1
2013.417,33.5,1978.671,2,24.98674,121.51844,23.5,2013,5,Old,Far,Few,0.49701622112505495,Low,2
2012.917,15.0,383.2805,7,24.96735,121.54464,34.4,2012,11,Modern,Close,Many,0.8445549390176141,Low,3
2013.167,30.1,718.2937,3,24.97509,121.53644,55.3,2013,2,Old,Close,Some,0.6535735473112679,Medium,4
2012.917,5.9,90.45606,9,24.97433,121.5431,56.3,2012,11,Modern,Very_Close,Abundant,0.9516347934138931,Medium,4
2013.0,19.2,461.1016,5,24.95425,121.5399,32.9,2013,0,Mature,Close,Some,0.7573581898085717,Low,3
2013.583,16.6,323.6912,6,24.97841,121.5428,51.0,2013,7,Mature,Close,Many,0.8100656455951668,Medium,4
2013.333,13.9,289.3248,5,24.98203,121.54348,44.5,2013,4,Modern,Very_Close,Some,0.7732437857399044,Medium,4
2013.083,37.7,490.3446,0,24.97217,121.53471,37.0,2013,1,Old,Close,Few,0.5546538520760028,Low,4
2012.833,3.4,56.47425,7,24.95744,121.53711,54.4,2012,10,New,Very_Close,Many,0.874777367397547,Medium,3
2013.083,17.5,395.6747,5,24.95674,121.534,24.5,2013,1,Mature,Close,Some,0.7634087466732922,Low,3
2012.667,12.6,383.2805,7,24.96735,121.54464,42.5,2012,8,Modern,Close,Many,0.8445549390176141,Low,3
2013.5,26.4,335.5273,6,24.9796,121.5414,38.1,2013,6,Mature,Close,Many,0.8089710652909415,Low,4
2013.167,18.2,2179.59,3,24.96299,121.51252,21.8,2013,2,Mature,Far,Some,0.5184356092558886,Low,2
2012.75,12.5,1144.436,4,24.99176,121.53456,34.1,2012,9,Modern,Moderate,Some,0.6541647075433326,Low,4
2012.833,34.9,567.0349,4,24.97003,121.5458,28.5,2012,10,Old,Close,Some,0.7075616771277404,Low,3
2013.333,16.7,4082.015,0,24.94155,121.50381,16.7,2013,4,Mature,Far,Few,0.22250291729943536,Low,0
2013.167,33.2,121.7262,10,24.98178,121.54059,46.1,2013,2,Old,Very_Close,Abundant,0.9887429895803358,Medium,4
2013.083,2.5,156.2442,4,24.96696,121.53992,36.9,2013,1,New,Very_Close,Some,0.7455508297522465,Low,3
2012.75,38.0,461.7848,0,24.97229,121.53445,35.7,2012,9,Old,Close,Few,0.5572950087553662,Low,4
2013.5,16.5,2288.011,3,24.95885,121.51359,23.2,2013,6,Mature,Far,Some,0.5084090387500286,Low,2
2013.5,38.3,439.7105,0,24.97161,121.53423,38.4,2013,6,Old,Close,Few,0.5593363985720761,Low,4
2013.417,20.0,1626.083,3,24.96622,121.51668,29.4,2013,5,Mature,Far,Some,0.5696228973364913,Low,2
2013.083,16.2,289.3248,5,24.98203,121.54348,55.0,2013,1,Mature,Very_Close,Some,0.7732437857399044,Medium,4
2013.5,14.4,169.9803,1,24.97369,121.52979,50.2,2013,6,Modern,Very_Close,Few,0.6242805410155116,Medium,4
2012.833,10.3,3079.89,0,24.9546,121.56627,24.7,2012,10,Modern,Far,Few,0.3151775556830041,Low,1
2013.417,16.4,289.3248,5,24.98203,121.54348,53.0,2013,5,Mature,Very_Close,Some,0.7732437857399044,Medium,4
2013.25,30.3,1264.73,0,24.94883,121.52954,19.1,2013,3,Old,Moderate,Few,0.4830401442905317,Low,3
2013.583,16.4,1643.499,2,24.95394,121.55174,24.7,2013,7,Mature,Far,Few,0.528012298357234,Low,1
2013.167,21.3,537.7971,4,24.97425,121.53814,42.2,2013,2,Mature,Close,Some,0.7102655339740731,Low,4
2013.583,35.4,318.5292,9,24.97071,121.54069,78.0,2013,7,Old,Close,Abundant,0.9305430176628591,Medium,3
2013.333,8.3,104.8101,5,24.96674,121.54067,42.8,2013,4,Modern,Very_Close,Some,0.7903073587462186,Low,3
2013.25,3.7,577.9615,6,24.97201,121.54722,41.6,2013,3,New,Close,Many,0.7865512056758139,Low,3
2013.083,15.6,1756.411,2,24.9832,121.51812,27.3,2013,1,Mature,Far,Few,0.5175704086037946,Low,2
2013.25,13.3,250.631,7,24.96606,121.54297,42.0,2013,3,Modern,Very_Close,Many,0.8568221157114009,Low,3
2012.75,15.6,752.7669,2,24.97795,121.53451,37.5,2012,9,Mature,Close,Few,0.610385530503061,Low,4
2013.333,7.1,379.5575,10,24.98343,121.53762,49.8,2013,4,Modern,Close,Abundant,0.9648992350672108,Medium,4
2013.25,34.6,272.6783,5,24.95562,121.53872,26.9,2013,3,Old,Very_Close,Some,0.7747832228039953,Low,3
2012.75,13.5,4197.349,0,24.93885,121.50383,18.6,2012,9,Modern,Far,Few,0.2118370455336072,Low,0
2012.917,16.9,964.7496,4,24.98872,121.53411,37.7,2012,11,Mature,Moderate,Some,0.6707817684313907,Low,4
2013.0,12.9,187.4823,1,24.97388,121.52981,33.1,2013,0,Modern,Very_Close,Few,0.6226619889177301,Low,4
2013.417,28.6,197.1338,6,24.97631,121.54436,42.5,2013,5,Mature,Very_Close,Many,0.8217694363196419,Low,4
2012.667,12.4,1712.632,2,24.96412,121.5167,31.3,2012,8,Modern,Far,Few,0.5216190083231851,Low,2
2013.083,36.6,488.8193,8,24.97015,121.54494,38.1,2013,1,Old,Close,Many,0.8747949089560592,Low,3
2013.5,4.1,56.47425,7,24.95744,121.53711,62.1,2013,6,New,Very_Close,Many,0.874777367397547,Medium,3
2013.417,3.5,757.3377,3,24.97538,121.54971,36.7,2013,5,New,Close,Some,0.6499628315013161,Low,4
2012.833,15.9,1497.713,3,24.97003,121.51696,23.6,2012,10,Mature,Moderate,Some,0.5814943139055807,Low,2
2013.0,13.6,4197.349,0,24.93885,121.50383,19.2,2013,0,Modern,Far,Few,0.2118370455336072,Low,0
2013.083,32.0,1156.777,0,24.94935,121.53046,12.8,2013,1,Old,Moderate,Few,0.49302343503512086,Low,3
2013.333,25.6,4519.69,0,24.94826,121.49587,15.6,2013,4,Mature,Far,Few,0.18202755508960286,Low,0
2013.167,39.8,617.7134,2,24.97577,121.53475,39.6,2013,2,Old,Close,Few,0.6228750246030339,Low,4
2012.75,7.8,104.8101,5,24.96674,121.54067,38.4,2012,9,Modern,Very_Close,Some,0.7903073587462186,Low,3
2012.917,30.0,1013.341,5,24.99006,121.5346,22.8,2012,11,Mature,Moderate,Some,0.7062881269958898,Low,4
2013.583,27.3,337.6016,6,24.96431,121.54063,36.5,2013,7,Mature,Close,Many,0.8087792379217021,Low,3
2012.833,5.1,1867.233,2,24.98407,121.51748,35.6,2012,10,Modern,Far,Few,0.5073217981261158,Low,2
2012.833,31.3,600.8604,5,24.96871,121.54651,30.9,2012,10,Old,Close,Some,0.7444335583993948,Low,3
2012.917,31.5,258.186,9,24.96867,121.54331,36.3,2012,11,Old,Very_Close,Abundant,0.936123443496869,Low,3
2013.333,1.7,329.9747,5,24.98254,121.54395,50.4,2013,4,New,Close,Some,0.7694845593132327,Medium,4
2013.333,33.6,270.8895,0,24.97281,121.53265,42.9,2013,4,Old,Very_Close,Few,0.574948647669297,Low,4
2013.0,13.0,750.0704,2,24.97371,121.54951,37.0,2013,0,Modern,Close,Few,0.6106348977600411,Low,4
2012.667,5.7,90.45606,9,24.97433,121.5431,53.5,2012,8,Modern,Very_Close,Abundant,0.9516347934138931,Medium,4
2013.0,33.5,563.2854,8,24.98223,121.53597,46.6,2013,0,Old,Close,Many,0.86790842384758,Medium,4
2013.5,34.6,3085.17,0,24.998,121.5155,41.2,2013,6,Old,Far,Few,0.31468927119687184,Low,4
2012.667,0.0,185.4296,0,24.9711,121.5317,37.9,2012,8,New,Very_Close,Few,0.5828518187595262,Low,4
2013.417,13.2,1712.632,2,24.96412,121.5167,30.8,2013,5,Modern,Far,Few,0.5216190083231851,Low,2
2013.583,17.4,6488.021,1,24.95719,121.47353,11.2,2013,7,Mature,Far,Few,0.04000000000000001,Low,0
2012.833,4.6,259.6607,6,24.97585,121.54516,53.7,2012,10,New,Very_Close,Many,0.8159870660098049,Medium,4
2012.75,7.8,104.8101,5,24.96674,121.54067,47.0,2012,9,Modern,Very_Close,Some,0.7903073587462186,Medium,3
2013.0,13.2,492.2313,5,24.96515,121.53737,42.3,2013,0,Modern,Close,Some,0.7544793736025208,Low,3
2012.833,4.0,2180.245,3,24.96324,121.51241,28.6,2012,10,New,Far,Some,0.518375036085734,Low,2
2012.833,18.4,2674.961,3,24.96143,121.50827,25.7,2012,10,Mature,Far,Some,0.4726246292975932,Low,2
2013.5,4.1,2147.376,3,24.96299,121.51284,31.3,2013,6,New,Far,Some,0.5214146994900293,Low,2
2013.417,12.2,1360.139,1,24.95204,121.54842,30.1,2013,5,Modern,Moderate,Few,0.5142168991129961,Low,1
2013.25,3.8,383.8624,5,24.98085,121.54391,60.7,2013,3,New,Close,Some,0.7645011259982051,Medium,4
2012.833,10.3,211.4473,1,24.97417,121.52999,45.3,2012,10,Modern,Very_Close,Few,0.6204457507150486,Medium,4
2013.417,0.0,338.9679,9,24.96853,121.54413,44.9,2013,5,New,Close,Abundant,0.9286528850631033,Medium,3
2013.167,1.1,193.5845,6,24.96571,121.54089,45.1,2013,2,New,Very_Close,Many,0.8220976689193823,Medium,3
2013.5,5.6,2408.993,0,24.95505,121.55964,24.7,2013,6,Modern,Far,Few,0.37722085054903487,Low,1
2012.667,32.9,87.30222,10,24.983,121.54022,47.1,2012,8,Old,Very_Close,Abundant,0.9919264546153597,Medium,4
2013.083,41.4,281.205,8,24.97345,121.54093,63.3,2013,1,Old,Very_Close,Many,0.8939946895979529,Medium,4
2013.417,17.1,967.4,4,24.98872,121.53408,40.0,2013,5,Mature,Moderate,Some,0.6705366644158519,Low,4
2013.5,32.3,109.9455,10,24.98182,121.54086,48.0,2013,6,Old,Very_Close,Abundant,0.9898324465965815,Medium,4
2013.417,35.3,614.1394,7,24.97913,121.53666,33.1,2013,5,Old,Close,Many,0.8232055414123967,Low,4
2012.917,17.3,2261.432,4,24.96182,121.51222,29.5,2012,11,Mature,Far,Some,0.5508670147645947,Low,2
2012.75,14.2,1801.544,1,24.95153,121.55254,24.8,2012,9,Modern,Far,Few,0.47339659350671026,Low,1
2012.833,15.0,1828.319,2,24.96464,121.51531,20.9,2012,10,Modern,Far,Few,0.5109204917801592,Low,2
2013.417,18.2,350.8515,1,24.97544,121.53119,43.1,2013,5,Mature,Close,Few,0.6075539120480652,Low,4
2012.667,20.2,2185.128,3,24.96322,121.51237,22.8,2012,8,Mature,Far,Some,0.517923465414184,Low,2
2012.75,15.9,289.3248,5,24.98203,121.54348,42.1,2012,9,Mature,Very_Close,Some,0.7732437857399044,Low,4
2013.5,4.1,312.8963,5,24.95591,121.53956,51.7,2013,6,New,Close,Some,0.7710639376783768,Medium,3
2013.0,33.9,157.6052,7,24.96628,121.54196,41.5,2013,0,Old,Very_Close,Many,0.8654249670276961,Low,3
2013.083,0.0,274.0144,1,24.9748,121.53059,52.2,2013,1,New,Very_Close,Few,0.614659662784692,Medium,4
2013.25,5.4,390.5684,5,24.97937,121.54245,49.5,2013,3,Modern,Close,Some,0.7638809677095681,Medium,4
2013.25,21.7,1157.988,0,24.96165,121.55011,23.8,2013,3,Mature,Moderate,Few,0.49291144402892656,Low,1
2013.417,14.7,1717.193,2,24.96447,121.51649,30.5,2013,5,Modern,Far,Few,0.5211972156070395,Low,2
2013.333,3.9,49.66105,8,24.95836,121.53756,56.8,2013,4,New,Very_Close,Many,0.9154074393409023,Medium,3
2013.333,37.3,587.8877,8,24.97077,121.54634,37.4,2013,4,Old,Close,Many,0.8656332493375098,Low,3
2013.333,0.0,292.9978,6,24.97744,121.54458,69.7,2013,4,New,Very_Close,Many,0.8129041135964263,Medium,4
2013.333,14.1,289.3248,5,24.98203,121.54348,53.3,2013,4,Modern,Very_Close,Some,0.7732437857399044,Medium,4
2013.417,8.0,132.5469,9,24.98298,121.53981,47.3,2013,5,Modern,Very_Close,Abundant,0.9477423115615686,Medium,4
2013.0,16.3,3529.564,0,24.93207,121.51597,29.3,2013,0,Mature,Far,Few,0.2735925484828116,Low,0
2012.667,29.1,506.1144,4,24.97845,121.53889,40.3,2012,8,Mature,Close,Some,0.7131954905817969,Low,4
2012.75,16.1,4066.587,0,24.94297,121.50342,12.9,2012,9,Mature,Far,Few,0.2239296697714141,Low,0
2013.0,18.3,82.88643,10,24.983,121.54026,46.6,2013,0,Mature,Very_Close,Abundant,0.9923348185833554,Medium,4
2012.833,0.0,185.4296,0,24.9711,121.5317,55.3,2012,10,New,Very_Close,Few,0.5828518187595262,Medium,4
2013.25,16.2,2103.555,3,24.96042,121.51462,25.6,2013,3,Mature,Far,Some,0.5254671832905597,Low,2
2013.5,10.4,2251.938,4,24.95957,121.51353,27.3,2013,6,Modern,Far,Some,0.5517450020584089,Low,2
2013.25,40.9,122.3619,8,24.96756,121.5423,67.7,2013,3,Old,Very_Close,Many,0.908684201237943,Medium,3
2013.5,32.8,377.8302,9,24.97151,121.5435,38.6,2013,6,Old,Close,Abundant,0.9250589725279865,Low,3
2013.583,6.2,1939.749,1,24.95155,121.55387,31.3,2013,7,Modern,Far,Few,0.46061565460407716,Low,1
2013.083,42.7,443.802,6,24.97927,121.53874,35.3,2013,1,Old,Close,Many,0.7989580243343849,Low,4
2013.0,16.9,967.4,4,24.98872,121.53408,40.3,2013,0,Mature,Moderate,Some,0.6705366644158519,Low,4
2013.5,32.6,4136.271,1,24.95544,121.4963,24.7,2013,6,Old,Far,Few,0.2574854242919374,Low,0
2012.917,21.2,512.5487,4,24.974,121.53842,42.5,2012,11,Mature,Close,Some,0.7126004585990089,Low,4
2012.667,37.1,918.6357,1,24.97198,121.55063,31.9,2012,8,Old,Moderate,Few,0.5550462953187112,Low,3
2013.417,13.1,1164.838,4,24.99156,121.53406,32.2,2013,5,Modern,Moderate,Some,0.6522779688906679,Low,4
2013.417,14.7,1717.193,2,24.96447,121.51649,23.0,2013,5,Modern,Far,Few,0.5211972156070395,Low,2
2012.917,12.7,170.1289,1,24.97371,121.52984,37.3,2012,11,Modern,Very_Close,Few,0.6242667987665268,Low,4
2013.25,26.8,482.7581,5,24.97433,121.53863,35.5,2013,3,Mature,Close,Some,0.7553554373513895,Low,4
2013.083,7.6,2175.03,3,24.96305,121.51254,27.7,2013,1,Modern,Far,Some,0.518857309493912,Low,2
2012.833,12.7,187.4823,1,24.97388,121.52981,28.5,2012,10,Modern,Very_Close,Few,0.6226619889177301,Low,4
2012.667,30.9,161.942,9,24.98353,121.53966,39.7,2012,8,Old,Very_Close,Abundant,0.9450239079065865,Low,4
2013.333,16.4,289.3248,5,24.98203,121.54348,41.2,2013,4,Mature,Very_Close,Some,0.7732437857399044,Low,4
2012.667,23.0,130.9945,6,24.95663,121.53765,37.2,2012,8,Mature,Very_Close,Many,0.8278858745987412,Low,3
2013.167,1.9,372.1386,7,24.97293,121.54026,40.5,2013,2,New,Close,Many,0.8455853210092876,Low,4
2013.0,5.2,2408.993,0,24.95505,121.55964,22.3,2013,0,Modern,Far,Few,0.37722085054903487,Low,1
2013.417,18.5,2175.744,3,24.9633,121.51243,28.1,2013,5,Mature,Far,Some,0.5187912801145371,Low,2
2013.0,13.7,4082.015,0,24.94155,121.50381,15.4,2013,0,Modern,Far,Few,0.22250291729943536,Low,0
2012.667,5.6,90.45606,9,24.97433,121.5431,50.0,2012,8,Modern,Very_Close,Abundant,0.9516347934138931,Medium,4
2013.25,18.8,390.9696,7,24.97923,121.53986,40.6,2013,3,Mature,Close,Many,0.8438438654868718,Low,4
2013.0,8.1,104.8101,5,24.96674,121.54067,52.5,2013,0,Modern,Very_Close,Some,0.7903073587462186,Medium,3
2013.5,6.5,90.45606,9,24.97433,121.5431,63.9,2013,6,Modern,Very_Close,Abundant,0.9516347934138931,Medium,4
